Date;company;Date2;location;Date3;title
2015-06-27;願境網訊股份有限公司;2015-06-27;台北市 南港區;2015-06-27;Engineer for Video Recommendation Framework
2015-06-27;願境網訊股份有限公司;2015-06-27;台北市 南港區;2015-06-27;Data Integration Engineer
2015-06-27;台灣積體電路製造股份有限公司;2015-06-27;新竹市;2015-06-27;資訊工程類 - 工廠自動化軟體開發工程師
2015-09-25;程曦資訊整合股份有限公司;2015-09-25;台北市 大安區;2015-09-25;數據工程師-資料庫探勘
2015-09-25;願境網訊股份有限公司;2015-09-25;台北市 南港區;2015-09-25;平台營運工程師 (PHP 工程師)
2015-07-30;廣達電腦股份有限公司;2015-07-30;桃園市 龜山區;2015-07-30;雲端系統開發工程師 /Cloud System RD Engineer - J1074
2015-07-30;鈊象電子股份有限公司;2015-07-30;新北市 五股區;2015-07-30;巨量資料分析工程師
2015-07-30;歐立威科技股份有限公司;2015-07-30;台北市 大同區;2015-07-30;Hadoop解決方案工程師
2015-07-30;玉山商業銀行股份有限公司;2015-07-30;台北市 中山區;2015-07-30;資訊人員-應用開發人員
2015-07-30;玉山商業銀行股份有限公司;2015-07-30;台北市 中山區;2015-07-30;資訊專才-.Net程式設計師
2015-07-30;玉山商業銀行股份有限公司;2015-07-30;台北市 中山區;2015-07-30;資訊人員-系統管理師
2015-09-17;關貿網路股份有限公司;2015-09-17;台北市 南港區;2015-09-17;2016年(校園徵才)研發替代役人員_雲端運算平台及營運管理服務機制建置
2015-07-22;中強光電股份有限公司;2015-07-22;苗栗縣 竹南鎮;2015-07-22;研發類-(Junior/Senior) Large-Scale Big Data Machine Learning Platform Software Developer (IBS)
2015-09-16;敦陽科技股份有限公司;2015-09-16;台北市 內湖區;2015-09-16;Senior Software Developer (J2EE & Big Data)
2015-09-16;知意圖股份有限公司;2015-09-16;台北市 內湖區;2015-09-16;技術支援工程師(Technical Support Engineer)-T10R
2015-09-16;東森得易購股份有限公司;2015-09-16;新北市 中和區;2015-09-16;程式設計師(研發一部)
2015-10-21;敦陽科技股份有限公司;2015-10-21;台北市 內湖區;2015-10-21;Senior J2EE Software Developer
2015-10-21;李長榮化學工業股份有限公司;2015-10-21;台北市 松山區;2015-10-21;Data Scientist
2015-09-02;歐立威科技股份有限公司;2015-09-02;台北市 大同區;2015-09-02;Hadoop解決方案工程師
2015-09-02;台灣新蛋股份有限公司;2015-09-02;高雄市 前鎮區;2015-09-02;軟體技術主管(高雄)
2015-10-10;願境網訊股份有限公司;2015-10-10;台北市 南港區;2015-10-10;Senior Big Data Infrastructure Engineer
2015-10-10;Michael Page;2015-10-10;台北市 信義區;2015-10-10;Data Engineer
2015-10-10;三竹資訊股份有限公司;2015-10-10;台北市 中山區;2015-10-10;雲端社群 - 雲端系統工程師 (企業即時通)
2015-10-10;美商普威能源股份有限公司;2015-10-10;新北市 汐止區;2015-10-10;軟體開發人員
2015-10-10;美商普威能源股份有限公司;2015-10-10;新北市 汐止區;2015-10-10;高級軟體開發人員
2015-10-10;北祥股份有限公司;2015-10-10;台北市 內湖區;2015-10-10;技術支援工程師.
2015-10-10;南港IC設計育成中心;2015-10-10;台北市 南港區;2015-10-10;IoT系統管理工程師
2015-09-20;三竹資訊股份有限公司;2015-09-20;台北市 中山區;2015-09-20;Web Developer
2015-08-27;願境網訊股份有限公司;2015-08-27;台北市 南港區;2015-08-27;資深平台營運工程師 (PHP工程師)
2015-07-12;亚马逊 (Amazon Web Services Taiwan Ltd);2015-07-12;台北市;2015-07-12;Technical Account Manager - Amazon Web Services
2015-08-15;東森得易購股份有限公司;2015-08-15;新北市 中和區;2015-08-15;程式設計師(研發一部)
2015-08-15;緯創軟體股份有限公司;2015-08-15;新竹市;2015-08-15;Cloud Computing軟體工程師-新竹
2015-08-15;願境網訊股份有限公司;2015-08-15;台北市 南港區;2015-08-15;Technical project manager (data team)
2015-08-14;Recruit Express代徵;2015-08-14;台北市 大安區;2015-08-14;【外商】 Data Engineer, 800K-1.5M
2015-08-14;網路家庭國際資訊股份有限公司;2015-08-14;台北市 大安區;2015-08-14;JAVA研發工程師(E0803)
2015-08-14;友達光電股份有限公司;2015-08-14;桃園市 龍潭區;2015-08-14;巨量資料分析工程師(龍潭/台中廠)
2015-08-14;華亞科技股份有限公司;2015-08-14;桃園市 龜山區;2015-08-14;資訊開發工程師
2015-09-24;IBM;2015-09-24;台北市;2015-09-24;Hadoop Sales Specialist
2015-09-24;財團法人趨勢教育基金會;2015-09-24;台北市 大安區;2015-09-24;Web Developer
2015-10-18;敦陽科技股份有限公司;2015-10-18;台北市 內湖區;2015-10-18;Senior Software Developer (J2EE & Big Data)
2015-10-18;關貿網路股份有限公司;2015-10-18;台北市 南港區;2015-10-18;2016年(校園徵才)研發替代役人員_雲端運算平台及營運管理服務機制建置
2015-10-18;網路家庭國際資訊股份有限公司;2015-10-18;台北市 大安區;2015-10-18;Java工程師(B0203)
2015-10-18;願境網訊股份有限公司;2015-10-18;台北市 南港區;2015-10-18;Technical project manager (data team)
2015-10-18;物聯智慧股份有限公司;2015-10-18;台北市 南港區;2015-10-18;資深資料工程師
2015-10-18;物聯智慧股份有限公司;2015-10-18;台北市 南港區;2015-10-18;分散式系統工程師
2015-10-18;翔暉園林實業有限公司;2015-10-18;新北市 林口區;2015-10-18;電子商務平台研發工程師
2015-10-18;愛爾達科技股份有限公司;2015-10-18;台北市 中正區;2015-10-18;軟體工程師
2015-10-18;凌群電腦股份有限公司;2015-10-18;台北市 萬華區;2015-10-18;系統設計師(證券)
2015-10-18;華碩電腦股份有限公司;2015-10-18;台北市 北投區;2015-10-18;_2 IT資訊工程師 (電腦中心)
2015-10-18;宜蘭食品工業股份有限公司;2015-10-18;台北市 內湖區;2015-10-18;Java 程式設計師 - Server (台北)
2015-10-18;宜蘭食品工業股份有限公司;2015-10-18;台北市 內湖區;2015-10-18;Java 資深程式設計師 - Server (台北)
2015-10-18;東森得易購股份有限公司;2015-10-18;新北市 中和區;2015-10-18;程式設計師(研發一部)
2015-06-29;廣達電腦股份有限公司;2015-06-29;桃園市 龜山區;2015-06-29;雲端系統開發工程師 /Cloud System RD Engineer - J1074
2015-06-29;玉山商業銀行股份有限公司;2015-06-29;台北市 中山區;2015-06-29;資訊人員-應用開發人員
2015-06-29;玉山商業銀行股份有限公司;2015-06-29;台北市 中山區;2015-06-29;資訊人員-系統管理師
2015-06-29;台灣大哥大股份有限公司;2015-06-29;台北市 信義區;2015-06-29;廣告平台開發工程師
2015-06-29;玉山商業銀行股份有限公司;2015-06-29;台北市 中山區;2015-06-29;資訊專才-.Net程式設計師
2015-08-06;Intel;2015-08-06;台北市;2015-08-06;IoT Solutions Architect - Retail
2015-07-26;台灣新蛋股份有限公司;2015-07-26;台中市 西屯區;2015-07-26;Java Developer(台中)
2015-07-26;理立系統股份有限公司;2015-07-26;台北市 南港區;2015-07-26;Senior/Lead Back-End S/W Engineer
2015-07-26;台灣新蛋股份有限公司;2015-07-26;高雄市 前鎮區;2015-07-26;軟體技術主管(高雄)
2015-10-17;緯創軟體股份有限公司;2015-10-17;新竹市;2015-10-17;Cloud Computing軟體工程師-新竹
2015-07-25;和碩聯合科技股份有限公司;2015-07-25;台北市 北投區;2015-07-25;Big Data軟體工程師_4437
2015-07-25;台灣積體電路製造股份有限公司;2015-07-25;新竹市 東區;2015-07-25;資訊工程類- Hadoop專業人才
2015-07-25;玉山銀行;2015-07-25;台北市 中山區;2015-07-25;資訊人員-應用開發人員
2015-07-25;願境網訊股份有限公司;2015-07-25;台北市 南港區;2015-07-25;平台營運工程師 (PHP 工程師)
2015-07-25;願境網訊股份有限公司;2015-07-25;台北市 南港區;2015-07-25;資深平台營運工程師 (PHP工程師)
2015-07-01;南港IC設計育成中心;2015-07-01;台北市 南港區;2015-07-01;IoT系統管理工程師
2015-10-11;中華電信股份有限公司;2015-10-11;台北市 中正區;2015-10-11;資安工程師或高級工程師
2015-10-11;晶元光電股份有限公司;2015-10-11;台南市 新市區;2015-10-11;資料庫工程師(南科)
2015-07-09;中華電信公司;2015-07-09;台灣;2015-07-09;104年第6次中華電信公司菁英人員徵才公告(第2次公告)
2015-07-09;Ruckus Wireless, Inc;2015-07-09;台北市;2015-07-09;Principal Engineer
2015-09-01;華碩電腦股份有限公司;2015-09-01;台北市 北投區;2015-09-01;Senior System Planning Manager
2015-09-01;馬來西亞商思想科技有限公司;2015-09-01;台北市 松山區;2015-09-01;軟件開發工程師
2015-10-01;玉山商業銀行股份有限公司;2015-10-01;台北市 中山區;2015-10-01;資訊人員-系統管理師
2015-10-01;玉山商業銀行股份有限公司;2015-10-01;台北市 中山區;2015-10-01;資訊人員-應用開發人員
2015-10-01;願境網訊股份有限公司;2015-10-01;台北市 南港區;2015-10-01;資深平台營運工程師 (PHP工程師)
2015-10-01;玉山商業銀行股份有限公司;2015-10-01;台北市 中山區;2015-10-01;資訊專才-.Net程式設計師
2015-06-28;中強光電股份有限公司;2015-06-28;苗栗縣 竹南鎮;2015-06-28;研發類-巨量資料技術研發工程師(IBS)
2015-08-25;台灣新蛋股份有限公司;2015-08-25;台中市 西屯區;2015-08-25;Hadoop軟體工程師(台中)
2015-07-29;願境網訊股份有限公司;2015-07-29;台北市 南港區;2015-07-29;Data Integration Engineer
2015-07-20;正文科技股份有限公司;2015-07-20;新竹縣 湖口鄉;2015-07-20;雲端系統架構師(IT_005)
2015-08-21;鼎漢國際工程顧問股份有限公司;2015-08-21;台北市 信義區;2015-08-21;數據師、大數據分析師
2015-08-21;正文科技股份有限公司;2015-08-21;新竹縣 湖口鄉;2015-08-21;雲端系統架構師(IT_005)
2015-06-26;程曦資訊整合股份有限公司;2015-06-26;台北市 松山區;2015-06-26;數據工程師(資料庫探勘)
2015-08-11;中華電信股份有限公司;2015-08-11;台北市 中正區;2015-08-11;資安工程師或高級工程師
2015-08-11;廣達電腦股份有限公司;2015-08-11;桃園市 龜山區;2015-08-11;雲端應用伺服器EDA軟體開發專員/工程師 - J1115
2015-08-11;陽嘉科技股份有限公司;2015-08-11;高雄市 前鎮區;2015-08-11;程式設計師
2015-08-11;英業會計師事務所;2015-08-11;台北市 萬華區;2015-08-11;會計帳務人員
2015-09-05;願境網訊股份有限公司;2015-09-05;台北市 南港區;2015-09-05;Senior Big Data Infrastructure Engineer
2015-09-05;威盛電子股份有限公司;2015-09-05;新北市 新店區;2015-09-05;2016年研發替代役-雲端多媒體軟體工程師
2015-09-10;龍騰文化事業股份有限公司;2015-09-10;新北市 五股區;2015-09-10;APP程式設計
2015-09-10;中華電信股份有限公司;2015-09-10;台北市 中正區;2015-09-10;資安工程師或高級工程師
2015-09-10;財團法人金屬工業研究發展中心;2015-09-10;高雄市 楠梓區;2015-09-10;海量資料系統開發工程師
2015-09-10;願境網訊股份有限公司;2015-09-10;台北市 南港區;2015-09-10;研發部經理(Paganini Plus 廣告平台)
2015-09-10;晶元光電股份有限公司;2015-09-10;台南市 新市區;2015-09-10;資料庫工程師(南科)
2015-08-16;華碩電腦股份有限公司;2015-08-16;台北市 北投區;2015-08-16;_2 IT資訊工程師 (電腦中心)
2015-08-16;網路家庭國際資訊股份有限公司;2015-08-16;台北市 大安區;2015-08-16;Java工程師(B0203)
2015-08-16;宜蘭食品工業股份有限公司;2015-08-16;台北市 內湖區;2015-08-16;Java 程式設計師 - Server (台北)
2015-08-16;宜蘭食品工業股份有限公司;2015-08-16;台北市 內湖區;2015-08-16;Java 資深程式設計師 - Server (台北)
2015-07-02;台灣大哥大股份有限公司;2015-07-02;台北市 大安區;2015-07-02;資料分析系統工程師(Big Data)
2015-07-02;美商普威能源股份有限公司;2015-07-02;新北市 汐止區;2015-07-02;高級軟體開發人員
2015-07-02;美商普威能源股份有限公司;2015-07-02;新北市 汐止區;2015-07-02;軟體開發人員
2015-07-02;華碩電腦股份有限公司;2015-07-02;台北市 北投區;2015-07-02;Senior System Planning Manager
2015-07-02;龍騰文化事業股份有限公司;2015-07-02;新北市 五股區;2015-07-02;APP程式設計
2015-07-02;凌群電腦股份有限公司;2015-07-02;台北市 萬華區;2015-07-02;軟體工程師(證券)
2015-07-02;凌群電腦股份有限公司;2015-07-02;台北市 萬華區;2015-07-02;系統設計師(證券)
2015-08-17;三竹資訊股份有限公司;2015-08-17;台北市 中山區;2015-08-17;Web Developer
2015-08-17;物聯智慧股份有限公司;2015-08-17;台北市 南港區;2015-08-17;資深資料工程師
2015-08-17;禦騰科技有限公司;2015-08-17;台北市 內湖區;2015-08-17;Senior System Developer (Security and Big Data)
2015-08-17;智寶科技服務有限公司;2015-08-17;台北市 大安區;2015-08-17;數據庫(Data Warehouse)工程師
2015-08-17;愛爾達科技股份有限公司;2015-08-17;台北市 中正區;2015-08-17;軟體工程師
2015-08-17;愛爾達科技股份有限公司;2015-08-17;台北市 中正區;2015-08-17;程式部主管
2015-08-17;凌群電腦股份有限公司;2015-08-17;台北市 萬華區;2015-08-17;系統設計師(證券)
2015-08-17;物聯智慧股份有限公司;2015-08-17;台北市 南港區;2015-08-17;分散式系統工程師
2015-08-17;凌群電腦股份有限公司;2015-08-17;台北市 萬華區;2015-08-17;軟體工程師(證券)
2015-09-08;大川吉海事工程有限公司;2015-09-08;台北市 中正區;2015-09-08;大數據資訊工程師
2015-09-08;南港IC設計育成中心;2015-09-08;台北市 南港區;2015-09-08;IoT系統管理工程師
2015-09-08;北祥股份有限公司;2015-09-08;台北市 內湖區;2015-09-08;技術支援工程師.
2015-09-08;美商普威能源股份有限公司;2015-09-08;新北市 汐止區;2015-09-08;軟體開發人員
2015-09-08;美商普威能源股份有限公司;2015-09-08;新北市 汐止區;2015-09-08;高級軟體開發人員
2015-09-08;飛宏科技股份有限公司;2015-09-08;桃園市 龜山區;2015-09-08;PHP程式設計工程師
2015-07-13;瑞星管理顧問股份有限公司;2015-07-13;新北市;2015-07-13;Staff Data Engineer
2015-07-13;飛宏科技股份有限公司;2015-07-13;桃園市 龜山區;2015-07-13;PHP工程師
2015-07-13;北京英泰德商务咨询有限公司;2015-07-13;台灣;2015-07-13;知名数据仓库设备商 Experienced Hadoop Architect
2015-07-24;urAd - 優愛德股份有限公司;2015-07-24;台北市 松山區;2015-07-24;urAd - 資深"Java"研發工程師
2015-07-14;Recruit Express;2015-07-14;台北市 大安區;2015-07-14;【外商】 Data Engineer, 800K-1.5M
2015-07-14;波仕特科技行銷股份有限公司;2015-07-14;台北市 內湖區;2015-07-14;Data Scientist (資料分析)
2015-07-14;台灣新蛋股份有限公司;2015-07-14;高雄市 前鎮區;2015-07-14;Sr. Developer(高雄)
2015-08-10;宏碁股份有限公司;2015-08-10;新北市 汐止區;2015-08-10;Data Scientist Sr. Engineer
2015-08-10;財團法人金屬工業研究發展中心;2015-08-10;高雄市 楠梓區;2015-08-10;海量資料系統開發工程師
2015-08-10;願境網訊股份有限公司;2015-08-10;台北市 南港區;2015-08-10;研發部經理(Paganini Plus 廣告平台)
2015-08-10;龍騰文化事業股份有限公司;2015-08-10;新北市 五股區;2015-08-10;APP程式設計
2015-08-24;玉山銀行;2015-08-24;台北市 中山區;2015-08-24;資訊人員-系統管理師
2015-08-24;敦陽科技股份有限公司;2015-08-24;台北市 內湖區;2015-08-24;Database & Big Data Administrator
2015-08-08;Michael Page;2015-08-08;台北市 信義區;2015-08-08;Data Engineer
2015-08-08;大川吉海事工程有限公司;2015-08-08;台北市 中正區;2015-08-08;大數據資訊工程師
2015-08-08;李長榮化學工業股份有限公司;2015-08-08;台北市 松山區;2015-08-08;Data Scientist
2015-08-08;研華股份有限公司;2015-08-08;桃園市 龜山區;2015-08-08;IoT軟體研發工程師-林口
2015-08-08;Michael Page;2015-08-08;台北市 信義區;2015-08-08;Data Scientist
2015-08-08;財團法人工業技術研究院;2015-08-08;新竹縣 竹東鎮;2015-08-08;2015年研發替代役_巨資中心_智慧商務巨量資料技術研發工程師
2015-08-08;華亞科技股份有限公司;2015-08-08;桃園市 龜山區;2015-08-08;2015年研發替代役-資訊開發工程師
2015-10-12;Michael Page;2015-10-12;台北市 信義區;2015-10-12;Data Scientist
2015-10-12;友達光電股份有限公司;2015-10-12;台中市 西屯區;2015-10-12;BigData ETL 工程師
2015-10-12;友達光電股份有限公司;2015-10-12;台中市 西屯區;2015-10-12;分散式叢集系統管理員
2015-10-12;友達光電股份有限公司;2015-10-12;台中市 西屯區;2015-10-12;資料分析系統開發工程師
2015-10-12;財團法人金屬工業研究發展中心;2015-10-12;高雄市 楠梓區;2015-10-12;海量資料系統開發工程師
2015-10-22;正文科技股份有限公司;2015-10-22;新竹縣 湖口鄉;2015-10-22;雲端系統架構師(IT_005)
2015-07-18;掌中乾坤網路科技股份有限公司;2015-07-18;台北市 松山區;2015-07-18;Hadoop軟體工程師
2015-07-18;南港IC設計育成中心;2015-07-18;台北市 南港區;2015-07-18;Senior/Lead Back-End Engineer(L)
2015-07-18;智寶科技服務有限公司;2015-07-18;台北市 大安區;2015-07-18;大數據系統工程師
2015-07-18;物聯智慧股份有限公司;2015-07-18;台北市 南港區;2015-07-18;資深資料工程師
2015-07-18;智寶科技服務有限公司;2015-07-18;台北市 大安區;2015-07-18;數據庫(Data Warehouse)工程師
2015-07-18;愛爾達科技股份有限公司;2015-07-18;台北市 中正區;2015-07-18;軟體工程師
2015-07-18;禦騰科技有限公司;2015-07-18;台北市 內湖區;2015-07-18;Senior System Developer (Security and Big Data)
2015-07-18;愛爾達科技股份有限公司;2015-07-18;台北市 中正區;2015-07-18;程式部主管
2015-07-18;物聯智慧股份有限公司;2015-07-18;台北市 南港區;2015-07-18;分散式系統工程師
2015-06-25;RETair;2015-06-25;台北市;2015-06-25;前端/系統工程師/實習生
2015-10-20;南港IC設計育成中心;2015-10-20;台北市 南港區;2015-10-20;Senior/Lead Back-End Engineer(L)
2015-10-20;愛爾達科技股份有限公司;2015-10-20;台北市 中正區;2015-10-20;程式部主管
2015-10-20;凌群電腦股份有限公司;2015-10-20;台北市 萬華區;2015-10-20;軟體工程師(證券)
2015-09-09;Michael Page;2015-09-09;台北市 信義區;2015-09-09;Data Scientist
2015-09-09;Michael Page;2015-09-09;台北市 信義區;2015-09-09;Data Engineer
2015-09-09;三竹資訊股份有限公司;2015-09-09;台北市 中山區;2015-09-09;雲端社群 - 雲端系統工程師 (企業即時通)
2015-09-09;研華股份有限公司;2015-09-09;桃園市 龜山區;2015-09-09;IoT軟體研發工程師-林口
2015-10-16;網路家庭國際資訊股份有限公司;2015-10-16;台北市 大安區;2015-10-16;JAVA研發工程師(E0803)
2015-10-09;願境網訊股份有限公司;2015-10-09;台北市 南港區;2015-10-09;Data Integration Engineer
2015-10-09;程曦資訊整合股份有限公司;2015-10-09;台北市 松山區;2015-10-09;系統分析師(具Hadoop安裝經驗)
2015-10-02;Spring Asia;2015-10-02;台灣;2015-10-02;Senior Software Developer
2015-10-02;東森整合行銷股份有限公司;2015-10-02;新北市 中和區;2015-10-02;數據分析及研究專才
2015-10-02;馬來西亞商思想科技有限公司;2015-10-02;台北市 松山區;2015-10-02;軟件開發工程師
2015-10-19;關貿網路股份有限公司;2015-10-19;台北市 南港區;2015-10-19;巨量資料分析師
2015-10-19;關貿網路股份有限公司;2015-10-19;台北市 南港區;2015-10-19;資料分析工程師
2015-10-19;關貿網路股份有限公司;2015-10-19;台北市 南港區;2015-10-19;Hadoop軟體工程師
2015-10-19;南港IC設計育成中心;2015-10-19;台北市 南港區;2015-10-19;105年度研發替代役-軟體研發工程師(L)
2015-09-14;台灣新蛋股份有限公司;2015-09-14;高雄市 前鎮區;2015-09-14;Sr. Developer(高雄)
2015-07-31;米高蒲志(Michael Page);2015-07-31;台北市;2015-07-31;Data Engineer
2015-07-31;米高蒲志(Michael Page);2015-07-31;台北市;2015-07-31;Data Engineer - Excellent salary package
2015-07-31;米高蒲志(Michael Page);2015-07-31;台北市;2015-07-31;Data Scientist
2015-07-31;米高蒲志(Michael Page);2015-07-31;台北市;2015-07-31;Data 工程師 - 薪資待遇優
2015-07-31;東森整合行銷股份有限公司;2015-07-31;新北市 中和區;2015-07-31;經理(商機發展部商業智慧處)
2015-08-13;網路家庭國際資訊股份有限公司;2015-08-13;台北市 大安區;2015-08-13;網頁管理工程師(E0803)
2015-08-13;網路家庭國際資訊股份有限公司;2015-08-13;台北市 大安區;2015-08-13;網管工程師(E0803)
2015-08-13;台灣新蛋股份有限公司;2015-08-13;高雄市 前鎮區;2015-08-13;Sr. Developer(高雄)
2015-08-13;北京英泰德商务咨询有限公司;2015-08-13;台灣;2015-08-13;知名数据仓库设备商 Experienced Hadoop Architect
2015-08-13;華亞科技股份有限公司;2015-08-13;桃園市 龜山區;2015-08-13;104年研發替代役-資訊開發工程師
2015-09-15;願境網訊股份有限公司;2015-09-15;台北市 南港區;2015-09-15;Technical project manager (data team)
2015-09-15;遠傳電信股份有限公司;2015-09-15;新北市 板橋區;2015-09-15;資安技術/Big Data資深工程師
2015-09-15;緯創軟體股份有限公司;2015-09-15;新竹市;2015-09-15;Cloud Computing軟體工程師-新竹
2015-08-22;台灣新蛋股份有限公司;2015-08-22;高雄市 前鎮區;2015-08-22;資料庫管理師(高雄)
2015-08-22;願境網訊股份有限公司;2015-08-22;高雄市 前鎮區;2015-08-22;平台營運工程師 (PHP 工程師) (高雄)
2015-09-12;宏碁股份有限公司;2015-09-12;新北市 汐止區;2015-09-12;Data Scientist Sr. Engineer
2015-09-12;網路家庭國際資訊股份有限公司;2015-09-12;台北市 大安區;2015-09-12;網管工程師(E0803)
2015-09-12;翔暉園林實業有限公司;2015-09-12;新北市 林口區;2015-09-12;電子商務平台研發工程師
2015-09-12;台灣積體電路製造股份有限公司;2015-09-12;新竹市 東區;2015-09-12;資訊工程類- 資訊技術建構工程師
2015-07-27;玉山銀行;2015-07-27;台北市 中山區;2015-07-27;資訊專才-.Net程式設計師
2015-07-27;敦陽科技股份有限公司;2015-07-27;台中市 西屯區;2015-07-27;系統開發工程師
2015-09-21;IBM;2015-09-21;台灣;2015-09-21;Software Performance Analyst
2015-09-21;鼎漢國際工程顧問股份有限公司;2015-09-21;台北市 信義區;2015-09-21;數據師、大數據分析師
2015-09-21;永慶房屋仲介股份有限公司;2015-09-21;台北市 大安區;2015-09-21;Big Data資深開發工程師
2015-09-21;正文科技股份有限公司;2015-09-21;新竹縣 湖口鄉;2015-09-21;雲端系統架構師(IT_005)
2015-07-21;中強光電股份有限公司;2015-07-21;苗栗縣 竹南鎮;2015-07-21;研發類-Junior/Senior NLP/Semantic Analysis/Text Mining Software Developer (Architect/Technical Manager)(IBS)
2015-08-01;馬來西亞商思想科技有限公司;2015-08-01;台北市 松山區;2015-08-01;軟件開發工程師
2015-08-01;華碩電腦股份有限公司;2015-08-01;台北市 北投區;2015-08-01;Senior System Planning Manager
2015-08-02;網路家庭國際資訊股份有限公司;2015-08-02;台北市 大安區;2015-08-02;工程師(B0203)
2015-08-02;台灣大哥大股份有限公司;2015-08-02;台北市 大安區;2015-08-02;廣告平台開發工程師
2015-09-04;願境網訊股份有限公司;2015-09-04;台北市 南港區;2015-09-04;Data Integration Engineer
2015-07-08;大川吉海事工程有限公司;2015-07-08;台北市 中正區;2015-07-08;大數據資訊工程師
2015-07-08;研華股份有限公司;2015-07-08;桃園市 龜山區;2015-07-08;IoT軟體研發工程師-林口
2015-07-08;南港IC設計育成中心;2015-07-08;台北市 南港區;2015-07-08;IoT系統管理工程師
2015-07-08;台灣積體電路製造股份有限公司;2015-07-08;新竹市 東區;2015-07-08;資訊工程類- 資訊技術建構工程師
2015-07-08;台灣新蛋股份有限公司;2015-07-08;高雄市 前鎮區;2015-07-08;資料庫管理師(高雄)
2015-07-08;宏碁股份有限公司;2015-07-08;新北市 汐止區;2015-07-08;Data Scientist Sr. Engineer
2015-07-08;財團法人工業技術研究院;2015-07-08;新竹縣 竹東鎮;2015-07-08;2015年研發替代役_巨資中心_智慧商務巨量資料技術研發工程師
2015-07-08;Michael Page;2015-07-08;台北市 信義區;2015-07-08;Data Engineer
2015-07-08;美商普威能源股份有限公司;2015-07-08;新北市 汐止區;2015-07-08;軟體開發人員
2015-07-08;美商普威能源股份有限公司;2015-07-08;新北市 汐止區;2015-07-08;高級軟體開發人員
2015-07-08;Michael Page;2015-07-08;台北市 信義區;2015-07-08;Data Scientist
2015-07-08;願境網訊股份有限公司;2015-07-08;高雄市 前鎮區;2015-07-08;平台營運工程師 (PHP 工程師) (高雄)
2015-07-08;萬寶華企業管理顧問股份有限公司;2015-07-08;台北市 大安區;2015-07-08;DATA Researcher_電腦軟體服務外商(台北)
2015-07-08;願境網訊股份有限公司;2015-07-08;高雄市 前鎮區;2015-07-08;資深平台營運工程師(PHP 工程師) (高雄)
2015-07-08;華亞科技股份有限公司;2015-07-08;桃園市 龜山區;2015-07-08;2015年研發替代役-資訊開發工程師
2015-08-19;Teradata;2015-08-19;台北市;2015-08-19;Presale Staff ConsTD
2017-02-06;Trend Micro Incorporated;2017-02-06;台北市;2017-02-06;Cloud Service Engineer
2017-02-06;中央研究院;2017-02-06;台北市 南港區;2017-02-06;研發替代役或專任研究助理 二名–吳真貞老師實驗室
2017-02-06;香港商寶時鐘錶企業有限公司;2017-02-06;台北市 松山區;2017-02-06;演算法軟體工程師(C#)
2017-02-06;IMC精英|精隼|精明;2017-02-06;新北市;2017-02-06;Java工程師
2017-02-06;和碩聯合科技股份有限公司;2017-02-06;台北市 北投區;2017-02-06;軟體開發工程師_5904
2017-02-06;醫療財團法人羅許基金會羅東博愛醫院;2017-02-06;宜蘭縣 羅東鎮;2017-02-06;資訊管理部-軟體架構工程師
2015-12-02;程曦資訊整合股份有限公司;2015-12-02;台北市 松山區;2015-12-02;數據工程師(資料庫探勘)
2015-12-08;台灣亞馬遜網路服務有限公司;2015-12-08;台北市 信義區;2015-12-08;Cloud Engineer – Windows
2015-12-08;Bubbleye;2015-12-08;台灣;2015-12-08;Sr. Back-end Engineer 資深後端工程師(外商)
2015-12-08;晉泰科技股份有限公司;2015-12-08;高雄市 苓雅區;2015-12-08;軟體工程師(高雄/台中-泰宇網通)
2016-01-01;台灣新蛋股份有限公司;2016-01-01;台中市 西屯區;2016-01-01;Java Developer(台中)
2016-01-01;玉山銀行;2016-01-01;台北市 中山區;2016-01-01;資訊專才-.Net程式設計師
2016-01-01;正文科技股份有限公司;2016-01-01;新竹縣 湖口鄉;2016-01-01;雲端系統架構師(IT_005)
2016-01-26;印度商塔塔顧問服務有限公司;2016-01-26;台北市 中山區;2016-01-26;云計算開發資深工程師
2016-01-26;關貿網路股份有限公司;2016-01-26;台北市 南港區;2016-01-26;Hadoop軟體工程師
2016-01-26;關貿網路股份有限公司;2016-01-26;台北市 南港區;2016-01-26;資料分析工程師
2015-11-08;願境網訊股份有限公司;2015-11-08;台北市 南港區;2015-11-08;Sr. Software engineer for recommendation infrastructure
2015-11-08;威盛電子股份有限公司;2015-11-08;新北市 新店區;2015-11-08;-Software Engineer (Cloud)
2015-12-20;愛爾達科技股份有限公司;2015-12-20;台北市 中正區;2015-12-20;軟體工程師/經理: (Software engineer/ Manager)
2015-12-20;願境網訊股份有限公司;2015-12-20;台北市 南港區;2015-12-20;Technical project manager (data team)
2015-12-20;物聯智慧股份有限公司;2015-12-20;台北市 南港區;2015-12-20;分散式系統工程師
2015-12-20;關貿網路股份有限公司;2015-12-20;台北市 南港區;2015-12-20;2016年(校園徵才)研發替代役人員_雲端運算平台及營運管理服務機制建置
2015-12-20;愛爾達科技股份有限公司;2015-12-20;台北市 中正區;2015-12-20;軟體工程師
2015-12-20;物聯智慧股份有限公司;2015-12-20;台北市 南港區;2015-12-20;資深資料工程師
2015-12-20;台灣大哥大股份有限公司;2015-12-20;台北市 大安區;2015-12-20;行動廣告開發軟體工程師
