Date;company;Date2;location;Date3;title
2018-04-22;緯創軟體股份有限公司;2018-04-22;台北市 內湖區;2018-04-22;大數據工程師
2018-04-22;佳邦科技股份有限公司;2018-04-22;苗栗縣 竹南鎮;2018-04-22;資料分析工程師
2018-04-22;台灣積體電路製造股份有限公司(台積電);2018-04-22;新竹市 東區;2018-04-22;資訊技術建構工程師
2018-04-22;台灣積體電路製造股份有限公司(台積電);2018-04-22;新竹市 東區;2018-04-22;大數據分析/資料科學工程師
2018-04-22;沛星互動科技股份有限公司;2018-04-22;台北市 信義區;2018-04-22;AI Backend Engineer
2018-04-22;台灣積體電路製造股份有限公司(台積電);2018-04-22;新竹市 東區;2018-04-22;工廠自動化軟體開發工程師
2018-04-22;台灣積體電路製造股份有限公司(台積電);2018-04-22;新竹市 東區;2018-04-22;資訊系統管理工程師
2018-04-22;敦陽科技股份有限公司;2018-04-22;台北市 內湖區;2018-04-22;技術工程師
2018-04-22;Digital River, Inc.;2018-04-22;台北市;2018-04-22;Principal Software Engineer
2018-04-22;米高蒲志(Michael Page);2018-04-22;台北市;2018-04-22;Data Engineer
2018-04-22;沛星互動科技股份有限公司;2018-04-22;台北市 信義區;2018-04-22;Data Backend Engineer
2017-09-27;敦陽科技股份有限公司;2017-09-27;台北市 內湖區;2017-09-27;Senior Software Developer (J2EE & Big Data)
2017-09-27;群攜科技 Soocii;2017-09-27;台北市 大安區;2017-09-27;Backend Engineer
2017-09-27;台貿全球電子商務股份有限公司;2017-09-27;新北市 林口區;2017-09-27;雲端平台研發工程師
2017-09-27;台灣美光晶圓科技股份有限公司;2017-09-27;桃園市 龜山區;2017-09-27;IT Solution Lead (Informatica, Teradata, Tableau) (Taoyuan)
2017-09-27;晶元光電股份有限公司.;2017-09-27;台南市 新市區;2017-09-27;系統整合工程師(南科)
2017-09-27;晶元光電股份有限公司.;2017-09-27;新竹市 東區;2017-09-27;【學生實習】系統發展工程師(竹科)
2017-09-27;財團法人工業技術研究院;2017-09-27;新竹縣 竹東鎮;2017-09-27;107年度研發替代役-工研院巨資中心_AI平台研發工程師(W203)
2017-09-27;聯華電子股份有限公司(聯電);2017-09-27;台南市 新市區;2017-09-27;深度學習建模與開發工程師_南科
2017-12-03;Lumentum Operations LLC;2017-12-03;桃園市;2017-12-03;BI Software Engineer(Enterprise Apps Analyst 3)
2017-12-03;遠傳電信股份有限公司;2017-12-03;台北市 內湖區;2017-12-03;Big data engineer 大數據工程師
2017-10-12;Teradata;2017-10-12;台北市;2017-10-12;Application Consultant
2018-03-24;Lumentum Operations LLC;2018-03-24;桃園市;2018-03-24;Software Engineer (Enterprise Apps Analyst 3)
2018-03-24;Microsoft;2018-03-24;台北市;2018-03-24;Cloud Solution Architect
2018-03-24;Alibaba;2018-03-24;台北市;2018-03-24;Alibaba Cloud Solutions Architect Taipei
2018-03-24;中華電信公司;2018-03-24;台灣;2018-03-24;中華電信公司107年第6次從業人員(具工作經驗)遴選簡章
2018-03-24;金貝科技有限公司;2018-03-24;台北市 內湖區;2018-03-24;DevOps 開發運維工程師
2018-03-24;台灣大哥大股份有限公司;2018-03-24;台北市 大安區;2018-03-24;myBook電子書平台資深工程師(年薪600,000 - 900,000)
2018-03-24;緯創軟體股份有限公司;2018-03-24;台北市 內湖區;2018-03-24;R-大數據工程師
2018-03-24;Placements.io;2018-03-24;台北市;2018-03-24;Senior Backend Engineer - Taipei, Taiwan
2018-03-24;中華電信股份有限公司;2018-03-24;台北市;2018-03-24;交控系統後端開發
2018-03-24;佳邦科技股份有限公司;2018-03-24;苗栗縣 竹南鎮;2018-03-24;資料分析工程師
2018-03-24;經緯智庫股份有限公司(MGR);2018-03-24;台北市;2018-03-24;Data Backend Engineer (Team Le
2018-03-24;財團法人金屬工業研究發展中心;2018-03-24;高雄市 楠梓區;2018-03-24;107DK027-AI演算法應用開發工程師
2018-03-24;Lumentum Operations LLC;2018-03-24;桃園市;2018-03-24;BI Engineer(Enterprise Apps Analyst 3)
2018-03-24;Corning;2018-03-24;台北市 內湖區;2018-03-24;502941000
2018-03-24;Google;2018-03-24;台北市;2018-03-24;Campus Security Manager (English and Mandarin)
2018-03-24;Google;2018-03-24;台北市;2018-03-24;Facilities Manager
2017-11-18;Lumentum Operations LLC;2017-11-18;桃園市;2017-11-18;BI Software Engineer(Enterprise Apps Analyst 3)
2017-11-18;MediaTek;2017-11-18;新竹市;2017-11-18;Data Analytic Assistant Engineer(Contrator)
2017-11-18;瑞星管理顧問股份有限公司;2017-11-18;台北市;2017-11-18;自然語言處理科學家 (NLP)
2017-11-18;集雅科技;2017-11-18;台北市 松山區;2017-11-18;機器學習專家
2017-11-18;醫療財團法人辜公亮基金會和信治癌中心醫院;2017-11-18;台北市 北投區;2017-11-18;Python資料科學家
2017-11-18;台新國際商業銀行股份有限公司;2017-11-18;台北市 大安區;2017-11-18;資料分析人員
2017-11-17;Lumentum Operations LLC;2017-11-17;桃園市;2017-11-17;Software Engineer (Enterprise Apps Analyst 3)
2017-11-17;經緯智庫股份有限公司(MGR);2017-11-17;台北市;2017-11-17;Backend/Data Engineer
2017-11-17;經緯智庫股份有限公司(MGR);2017-11-17;台北市;2017-11-17;IT Data Engineer - DevOPS (Tai
2017-11-17;經緯智庫股份有限公司(MGR);2017-11-17;台北市;2017-11-17;Machine Learning Engineer
2017-11-17;民揚生醫科技股份有限公司;2017-11-17;苗栗縣 竹南鎮;2017-11-17;雲端平台研發工程師
2017-11-17;Lumentum Operations LLC;2017-11-17;桃園市;2017-11-17;BI Software Engineer(Enterprise Apps Analyst 3)
2017-11-17;瑞星管理顧問股份有限公司;2017-11-17;台北市;2017-11-17;自然語言處理科學家 (NLP)
2017-11-17;集雅科技;2017-11-17;台北市 松山區;2017-11-17;機器學習專家
2017-11-17;醫療財團法人辜公亮基金會和信治癌中心醫院;2017-11-17;台北市 北投區;2017-11-17;Python資料科學家
2017-11-17;台新國際商業銀行股份有限公司;2017-11-17;台北市 大安區;2017-11-17;資料分析人員
2017-07-22;網路家庭國際資訊股份有限公司;2017-07-22;台北市 大安區;2017-07-22;Java工程師(B0203)
2017-09-14;KPMG_安侯建業聯合會計師事務所;2017-09-14;台北市 信義區;2017-09-14;【顧問部】經理/協理 (金融行業顧問 資料科學家)-311A
2017-09-14;國泰人壽;2017-09-14;台北市;2017-09-14;精算系統研發工程師
2017-09-14;睿能創意股份有限公司;2017-09-14;桃園市 龜山區;2017-09-14;Database Architect 資料庫架構師
2017-09-14;KPMG_安侯建業聯合會計師事務所;2017-09-14;台北市 信義區;2017-09-14;【顧問部】顧問師/高級顧問師 (財務風險管理 程式設計)-316
2017-09-14;睿能創意股份有限公司;2017-09-14;桃園市 龜山區;2017-09-14;Cloud Operations Architect 雲端架構師
2017-09-14;睿能創意股份有限公司;2017-09-14;桃園市 龜山區;2017-09-14;Cloud Operations Engineer 雲端工程師
2017-08-19;環鴻科技股份有限公司;2017-08-19;南投縣 草屯鎮;2017-08-19;大數據分析工程師
2017-08-19;米耶翻譯股份有限公司;2017-08-19;台北市 松山區;2017-08-19;遊戲測試人員
2017-08-19;美傑仕國際股份有限公司;2017-08-19;新北市 汐止區;2017-08-19;倉儲工讀生
2017-08-19;新北市政府工務局;2017-08-19;新北市 板橋區;2017-08-19;新建工程處企劃科5等職務代理人
2017-08-19;由樂設計有限公司;2017-08-19;新北市 汐止區;2017-08-19;司機
2017-08-19;維肯國際實業股份有限公司;2017-08-19;台北市 信義區;2017-08-19;台北世貿三館臨時銷售員11/03-11/06共四天
2017-08-31;遠傳電信股份有限公司;2017-08-31;台北市 內湖區;2017-08-31;Big data engineer 大數據工程師
2017-08-31;敦陽科技股份有限公司;2017-08-31;台北市 內湖區;2017-08-31;資深大數據平台開發工程師(台北)
2017-08-31;國家中山科學研究院;2017-08-31;桃園市 龍潭區;2017-08-31;(資訊通信研究所)研發類7
2017-08-31;廣達電腦;2017-08-31;新北市 林口區;2017-08-31;雲端應用伺服器軟體開發設計主管/專員/工程師
2017-08-31;愛爾蘭商明導國際股份有限公司台灣分公司;2017-08-31;新竹市 東區;2017-08-31;Software Development Engineer _ AMS fast spice
2017-06-28;Teradata;2017-06-28;台北市;2017-06-28;Architect
2017-11-10;Lumentum Operations LLC;2017-11-10;桃園市;2017-11-10;BI Engineer(Enterprise Apps Analyst 3)
2017-11-10;Micron;2017-11-10;台中市;2017-11-10;MTB Operation Improvement Engineer 1
2017-11-10;瑞星管理顧問股份有限公司;2017-11-10;台北市;2017-11-10;Data Scientist
2017-11-10;中華電信股份有限公司;2017-11-10;台北市;2017-11-10;107年研發替代役-AI(人工智慧)
2017-11-10;敦陽科技股份有限公司;2017-11-10;台北市 內湖區;2017-11-10;資深大數據平台開發工程師(台北)
2017-11-10;Cypress Semiconductor;2017-11-10;台北市;2017-11-10;Prin Systems Engr
2017-11-10;三立電視台(三立電視股份有限公司);2017-11-10;台北市 內湖區;2017-11-10;大數據分析師(資訊部)
2017-06-23;金貝科技有限公司;2017-06-23;台北市 內湖區;2017-06-23;運維工程師
2017-05-25;Recruit Express;2017-05-25;台北市;2017-05-25;1.6M
2017-07-13;Lishen Computer Technology Corp.;2017-07-13;台北市 中正區;2017-07-13;运维工程师(在台工作)
2017-07-13;驊宏資通股份有限公司;2017-07-13;台北市 中正區;2017-07-13;2017年研發替代役-資料科學家
2017-07-13;睿能創意股份有限公司;2017-07-13;桃園市 龜山區;2017-07-13;Database Architect 資料庫架構師
2017-07-13;睿能創意股份有限公司;2017-07-13;桃園市 龜山區;2017-07-13;Cloud Operations Architect 雲端架構師
2017-07-13;睿能創意股份有限公司;2017-07-13;桃園市 龜山區;2017-07-13;Cloud Operations Engineer 雲端工程師
2017-07-13;關貿網路股份有限公司;2017-07-13;台北市 南港區;2017-07-13;(校園徵才)106年度研發替代役人員_雲端運算、大數據資料分析
2017-07-13;群益金鼎證券股份有限公司;2017-07-13;台北市 信義區;2017-07-13;【資訊】整合行銷處策略規劃人員
2017-07-13;威聯通科技股份有限公司;2017-07-13;高雄市 苓雅區;2017-07-13;軟韌體工程師
2017-07-13;全球華人股份有限公司;2017-07-13;新竹市;2017-07-13;Linux Software
2017-07-13;東森信息科技股份有限公司;2017-07-13;新北市 中和區;2017-07-13;Scala大數據應用開發工程師(Online CRM)
2017-07-13;東森信息科技股份有限公司;2017-07-13;新北市 中和區;2017-07-13;大數據技術主管(Online CRM)
2017-07-13;和碩聯合科技股份有限公司;2017-07-13;台北市 北投區;2017-07-13;製程技術軟體工程師_6394/6428
2017-07-13;正文科技股份有限公司(Gemtek);2017-07-13;新竹縣 湖口鄉;2017-07-13;Java 雲端/IoT 軟體工程師(RDSW_083)
2017-08-04;敦陽科技股份有限公司;2017-08-04;台北市 內湖區;2017-08-04;大數據平台開發工程師(台北)
2017-07-20;KPMG_安侯建業聯合會計師事務所;2017-07-20;台北市 信義區;2017-07-20;【顧問部】顧問師/高級顧問師 (財務風險管理 程式設計)-316
2017-10-30;Micron;2017-10-30;台中市;2017-10-30;IT- Big Data Software Engineer (Taichung or Taipei)
2017-10-30;瑞星管理顧問股份有限公司;2017-10-30;台北市;2017-10-30;自然語言處理科學家 (NLP)
2017-10-30;晶元光電股份有限公司.;2017-10-30;台南市 新市區;2017-10-30;系統整合工程師(南科)
2017-10-30;瑞星管理顧問股份有限公司;2017-10-30;台北市;2017-10-30;自然語言處理工程師
2017-10-30;金貝科技有限公司;2017-10-30;台北市 內湖區;2017-10-30;運維部門主管(菲律賓)
2017-10-30;敦陽科技股份有限公司;2017-10-30;台北市 內湖區;2017-10-30;Senior Software Developer (J2EE & Big Data)
2017-10-30;瑞星管理顧問股份有限公司;2017-10-30;台北市;2017-10-30;大數據系統研發工程師
2017-07-17;禦騰科技有限公司;2017-07-17;台北市 內湖區;2017-07-17;Senior Software Engineer, Data Analysis
2017-07-17;禦騰科技有限公司;2017-07-17;台北市 內湖區;2017-07-17;System Reliability Specialist
2017-07-17;禦騰科技有限公司;2017-07-17;台北市 內湖區;2017-07-17;System Reliability Specialist, Team Lead
2017-07-17;香港商慧科訊業有限公司台灣分公司;2017-07-17;台北市 大安區;2017-07-17;資深人工智慧演算法工程師/人工智慧演算法工程師 (臺北)
2017-07-17;創新新零售股份有限公司;2017-07-17;台中市 西屯區;2017-07-17;程式工程師(台中)
2017-08-13;驊宏資通股份有限公司;2017-08-13;台北市 中正區;2017-08-13;2017年研替役-資料科學家
2017-08-13;緯創軟體股份有限公司;2017-08-13;台北市 內湖區;2017-08-13;大數據資料分析師
2017-08-13;創新新零售股份有限公司;2017-08-13;台中市 西屯區;2017-08-13;PHP程式工程師-(台中)
2017-10-02;聯華電子股份有限公司;2017-10-02;台南市 新市區;2017-10-02;深度學習建模與開發工程師_南科
2017-09-08;KPMG_安侯建業聯合會計師事務所;2017-09-08;台北市 信義區;2017-09-08;【顧問部】顧問師/高級顧問師/副理(企業績效 數位轉型資料科學家)-317B
2017-09-08;敦陽科技股份有限公司;2017-09-08;台北市 內湖區;2017-09-08;EE Software Developer [BU68 TWM資訊暨網路解決方案處(BU68-IKA)]
2017-09-08;臉書雲端科技有限公司;2017-09-08;台北市 南港區;2017-09-08;巨量數據探勘工程師
2017-09-08;敦陽科技股份有限公司;2017-09-08;台北市 內湖區;2017-09-08;Senior J2EE Software Designer/Architect [BU68 TWM資訊暨網路解決方案處(BU68-IKA)]
2017-09-08;先鋒保全股份有限公司;2017-09-08;新北市 板橋區;2017-09-08;板橋中華電信
2017-09-07;經緯智庫股份有限公司(MGR);2017-09-07;台北市;2017-09-07;Big Data System Architect/Syst
2017-05-23;萬寶華企業管理顧問股份有限公司;2017-05-23;台中市;2017-05-23;Operation Improvement Manager
2018-01-15;Lumentum Operations LLC;2018-01-15;桃園市;2018-01-15;Software Engineer (Enterprise Apps Analyst 3)
2018-01-15;揚運國際有限公司;2018-01-15;台北市;2018-01-15;YC-遊戲軟體中級運維工程師-TCL2
2018-01-15;三趨科技股份有限公司;2018-01-15;新竹縣;2018-01-15;資料架構技術工程師
2018-01-15;兆洋資訊股份有限公司;2018-01-15;台北市 內湖區;2018-01-15;【台北內湖】網路文字資料探勘分析(Text Ming/Data Crawler)演算法工程師
2018-01-15;國眾電腦股份有限公司(總公司);2018-01-15;台北市 內湖區;2018-01-15;資料科學工程師
2018-01-15;Logitech;2018-01-15;新竹市;2018-01-15;Senior Software Engineer
2018-01-15;財團法人資訊工業策進會(資策會);2018-01-15;台北市 松山區;2018-01-15;【創研所】研發工程師
2018-01-15;笛林傑國際科技股份有限公司;2018-01-15;台北市 信義區;2018-01-15;大數據資料統計分析師
2018-01-15;中國信託金融控股股份有限公司(中國信託);2018-01-15;台北市 南港區;2018-01-15;銀行_數據科學家
2018-01-15;中國信託金融控股股份有限公司(中國信託);2018-01-15;台北市 南港區;2018-01-15;銀行_數據架構師
2018-01-15;敦陽科技股份有限公司;2018-01-15;台北市 內湖區;2018-01-15;EE Software Developer [BU68 TWM資訊暨網路解決方案處(BU68-IKA)]
2018-01-15;敦陽科技股份有限公司;2018-01-15;台北市 內湖區;2018-01-15;Senior J2EE Software Designer/Architect [BU68 TWM資訊暨網路解決方案處(BU68-IKA)]
2018-01-15;和碩聯合科技股份有限公司;2018-01-15;台北市 北投區;2018-01-15;軟體開發工程師_7021
2018-01-15;晶元光電股份有限公司.;2018-01-15;台南市 新市區;2018-01-15;資訊系統整合工程師(南科)
2018-01-15;Lumentum Operations LLC;2018-01-15;桃園市;2018-01-15;BI Engineer(Enterprise Apps Analyst 3)
2017-11-01;財團法人工業技術研究院;2017-11-01;新竹縣 竹東鎮;2017-11-01;派遣_工研院資通所_大數據資料處理軟體工程師(N3)
2017-11-01;三立電視台(三立電視股份有限公司);2017-11-01;台北市 內湖區;2017-11-01;大數據分析師(資訊部)
2017-11-01;日月光集團_環鴻科技股份有限公司;2017-11-01;南投縣 草屯鎮;2017-11-01;系統網路工程師(巴西)
2017-11-01;日月光集團_環鴻科技股份有限公司;2017-11-01;南投縣 草屯鎮;2017-11-01;大數據分析工程師(草屯)
2017-11-01;財團法人工業技術研究院;2017-11-01;新竹縣 竹東鎮;2017-11-01;派遣_工研院資通所_金融軟體研發工程師(N4)
2017-11-01;財團法人工業技術研究院;2017-11-01;新竹縣 竹東鎮;2017-11-01;107年度研發替代役-工研院巨資中心_AI平台研發工程師(W203)
2017-11-01;Micron;2017-11-01;台中市;2017-11-01;MTB Operation Improvement Engineer
2017-08-17;凌群電腦股份有限公司;2017-08-17;台北市 萬華區;2017-08-17;系統設計師(證券)
2017-08-17;凌群電腦股份有限公司;2017-08-17;台北市 萬華區;2017-08-17;軟體工程師(證券)
2017-08-17;東森信息科技股份有限公司;2017-08-17;新北市 中和區;2017-08-17;大數據技術主管(Online CRM)
2017-08-17;鼎漢國際工程顧問股份有限公司;2017-08-17;台中市 北區;2017-08-17;數據師、大數據分析師
2017-08-17;和碩聯合科技股份有限公司;2017-08-17;台北市 北投區;2017-08-17;製程技術軟體工程師_6394/6428
2017-08-17;創新新零售股份有限公司;2017-08-17;台中市 西屯區;2017-08-17;程式工程師(台中)
2017-08-17;東森信息科技股份有限公司;2017-08-17;新北市 中和區;2017-08-17;Scala大數據應用開發工程師(Online CRM)
2017-08-17;群益金鼎證券股份有限公司;2017-08-17;台北市 信義區;2017-08-17;【資訊】整合行銷處策略規劃人員
2017-10-14;緯創軟體股份有限公司;2017-10-14;台北市 內湖區;2017-10-14;大數據資料分析師
2017-06-08;康寧(上海)管理有限公司;2017-06-08;台北市;2017-06-08;Security Analytic
2017-06-08;PChome;2017-06-08;台北市 大安區;2017-06-08;Java工程師(B0203)
2017-06-08;萬寶華企業管理顧問股份有限公司;2017-06-08;台北市;2017-06-08;IT Big Data Software Engineer (502 AHC)
2017-06-08;萬寶華企業管理顧問股份有限公司;2017-06-08;台中市;2017-06-08;IT - Software Engineer, Enablement (Taoyuan, Taichung) 502AHC
2017-10-25;兆洋資訊股份有限公司;2017-10-25;台北市 內湖區;2017-10-25;【台北內湖】網路資料探勘(Web Data Mining)演算法工程師
2017-10-25;中華電信公司;2017-10-25;台灣;2017-10-25;中華電信公司106年第18、23、24次從業人員(具工作經驗)遴選簡章(第二次公告)
2017-10-25;網路家庭國際資訊股份有限公司;2017-10-25;台北市 大安區;2017-10-25;Java工程師(B0203)
2017-10-25;遠傳電信股份有限公司;2017-10-25;台北市 內湖區;2017-10-25;E8361 Big data engineer 大數據工程師
2017-10-25;鼎漢國際工程顧問股份有限公司;2017-10-25;台中市 北區;2017-10-25;數據師、大數據分析師
2017-10-25;Micron;2017-10-25;桃園市;2017-10-25;OCT Yield Enhancement Senior Engineer
2017-09-04;遠傳電信股份有限公司;2017-09-04;台北市 內湖區;2017-09-04;E8361 Big data engineer 大數據工程師
2017-09-04;敦陽科技股份有限公司;2017-09-04;台北市 內湖區;2017-09-04;大數據平台開發工程師(台北)
2017-09-04;衛生福利部食品藥物管理署;2017-09-04;台北市 南港區;2017-09-04;副審查員
2017-09-04;享青有限公司;2017-09-04;新竹縣 湖口鄉;2017-09-04;科技大廠擴大徵才/百名作業員(湖口) 2
2017-09-04;中華電信股份有限公司;2017-09-04;桃園市 楊梅區;2017-09-04;人工智慧核心技術
2017-10-26;Amazon Web Services Taiwan Ltd;2017-10-26;台北市;2017-10-26;Technical Account Manager - Amazon Web Services
2017-08-22;台灣積體電路製造;2017-08-22;新竹科學工業園區;2017-08-22;電腦整合製造系統工程師
2017-08-22;網路家庭國際資訊股份有限公司;2017-08-22;台北市 大安區;2017-08-22;Java工程師(B0203)
2017-08-22;欣偉傑建設股份有限公司;2017-08-22;台北市 信義區;2017-08-22;工程師
2017-08-22;臺北醫學大學;2017-08-22;台北市 信義區;2017-08-22;統計專長專任研究助理
2017-08-22;美傑仕國際股份有限公司;2017-08-22;新北市 汐止區;2017-08-22;倉儲工讀生
2017-08-22;由樂設計有限公司;2017-08-22;新北市 汐止區;2017-08-22;司機
2017-08-22;維肯國際實業股份有限公司;2017-08-22;台北市 信義區;2017-08-22;台北世貿三館臨時銷售員11/03-11/06共四天
2017-10-19;米高蒲志(Michael Page);2017-10-19;台北市;2017-10-19;Data Engineer
2017-10-19;華碩電腦股份有限公司;2017-10-19;台北市 北投區;2017-10-19;IT資訊工程師
2017-11-16;Lumentum Operations LLC;2017-11-16;桃園市;2017-11-16;Software Engineer (Enterprise Apps Analyst 3)
2017-11-16;Lumentum Operations LLC;2017-11-16;桃園市;2017-11-16;Software Engineer (Enterprise Apps Analyst 3)
2017-11-16;Deepblu Inc.;2017-11-16;台北市;2017-11-16;Data Analyst 數據分析師
2017-11-16;宏碁(Acer);2017-11-16;新北市 汐止區;2017-11-16;Software Engineer (Android)
2017-11-16;Deepblu_九星資訊股份有限公司;2017-11-16;台北市 信義區;2017-11-16;Data Analyst 數據分析師
2017-11-16;國立台灣大學計算機及資訊網路中心;2017-11-16;台北市 大安區;2017-11-16;計資中心誠徵大學級約用人員1名(作業組)
2017-11-16;緯創軟體股份有限公司;2017-11-16;台北市 內湖區;2017-11-16;大數據資料分析師
2017-11-16;佳邦科技股份有限公司;2017-11-16;苗栗縣 竹南鎮;2017-11-16;資料分析工程師
2017-11-16;中國信託金融控股股份有限公司(中國信託);2017-11-16;台北市 南港區;2017-11-16;銀行_行政_大數據架構/開發系統分析師
2017-11-16;Lumentum Operations LLC;2017-11-16;桃園市;2017-11-16;BI Software Engineer(Enterprise Apps Analyst 3)
2017-11-16;瑞星管理顧問股份有限公司;2017-11-16;台北市;2017-11-16;自然語言處理科學家 (NLP)
2017-11-16;瑞星管理顧問股份有限公司;2017-11-16;台北市;2017-11-16;大數據系統研發工程師
2017-11-16;集雅科技;2017-11-16;台北市 松山區;2017-11-16;機器學習專家
2017-11-16;醫療財團法人辜公亮基金會和信治癌中心醫院;2017-11-16;台北市 北投區;2017-11-16;Python資料科學家
2017-11-16;創順科技有限公司;2017-11-16;台北市 內湖區;2017-11-16;Python 軟體工程師
2017-11-02;財團法人工業技術研究院;2017-11-02;新竹縣 竹東鎮;2017-11-02;派遣_工研院資通所_大數據資料處理軟體工程師(N3)
2017-11-02;緯創軟體股份有限公司;2017-11-02;台北市 內湖區;2017-11-02;R-大數據資料分析師
2017-11-02;遠傳電信股份有限公司;2017-11-02;台北市 內湖區;2017-11-02;Big data engineer 大數據工程師
2017-11-02;三立電視台(三立電視股份有限公司);2017-11-02;台北市 內湖區;2017-11-02;大數據分析師(資訊部)
2017-11-02;凌群電腦股份有限公司;2017-11-02;台北市 萬華區;2017-11-02;系統設計師(證券)
2017-11-02;敦陽科技股份有限公司;2017-11-02;台北市 內湖區;2017-11-02;資深大數據平台開發工程師(台北)
2017-11-02;中華電信公司;2017-11-02;台灣;2017-11-02;中華電信公司107年研發替代役人員遴選簡章
2017-11-02;日月光集團_環鴻科技股份有限公司;2017-11-02;南投縣 草屯鎮;2017-11-02;系統網路工程師(巴西)
2017-11-02;日月光集團_環鴻科技股份有限公司;2017-11-02;南投縣 草屯鎮;2017-11-02;大數據分析工程師(草屯)
2017-11-02;經緯智庫股份有限公司(MGR);2017-11-02;新竹市;2017-11-02;Web Back-end Sr. Engineer
2017-11-02;中華電信股份有限公司;2017-11-02;台北市;2017-11-02;107年研發替代役-AI(人工智慧)
2017-11-02;聯華電子股份有限公司(聯電);2017-11-02;台南市 新市區;2017-11-02;深度學習建模與開發工程師_南科
2017-11-02;聯華電子股份有限公司;2017-11-02;台南市 新市區;2017-11-02;深度學習建模與開發工程師_南科
2017-11-02;Micron;2017-11-02;台中市;2017-11-02;OCT Yield Enhancement Senior Engineer
2017-11-02;財團法人工業技術研究院;2017-11-02;新竹縣 竹東鎮;2017-11-02;派遣_工研院資通所_金融軟體研發工程師(N4)
2017-11-02;財團法人工業技術研究院;2017-11-02;新竹縣 竹東鎮;2017-11-02;107年度研發替代役-工研院巨資中心_AI平台研發工程師(W203)
2017-11-02;台灣美光晶圓科技股份有限公司;2017-11-02;桃園市 龜山區;2017-11-02;PQA Big Data Engineer
2017-11-02;Micron;2017-11-02;台中市;2017-11-02;MTB Operation Improvement Engineer
2017-07-07;Teradata;2017-07-07;台北市;2017-07-07;ETL Consultant
2017-07-07;萬寶華企業管理顧問股份有限公司;2017-07-07;台北市;2017-07-07;大數據架構/開發系統分析師
2017-09-12;Logitech;2017-09-12;新竹市;2017-09-12;Senior Software Engineer
2017-09-12;東森整合行銷股份有限公司;2017-09-12;新北市 中和區;2017-09-12;數據工程師
2017-06-26;宏碁(Acer);2017-06-26;新北市 汐止區;2017-06-26;軟體工程師
2017-10-06;萬寶華企業管理顧問股份有限公司;2017-10-06;台北市;2017-10-06;大數據架構/開發系統分析師
2017-10-11;國家中山科學研究院;2017-10-11;桃園市 龍潭區;2017-10-11;(資訊通信研究所)研發類7
2017-09-25;群益金鼎證券股份有限公司;2017-09-25;台北市 信義區;2017-09-25;【資訊】整合行銷處策略規劃人員
2017-09-13;敦陽科技股份有限公司[台北];2017-09-13;台北市 內湖區;2017-09-13;Senior J2EE Software Designer/Architect [BU68 TWM資訊暨網路解決方案處(BU68-IKA)]
2017-09-13;敦陽科技股份有限公司[台北];2017-09-13;台北市 內湖區;2017-09-13;Senior Software Developer (J2EE & Big Data)
2017-09-13;緯創軟體股份有限公司;2017-09-13;台北市 內湖區;2017-09-13;大數據資料分析師
2017-09-13;敦陽科技股份有限公司[台北];2017-09-13;台北市 內湖區;2017-09-13;J2EE Software Developer [BU68 TWM資訊暨網路解決方案處(BU68-IKA)]
2017-09-13;敦陽科技股份有限公司[台北];2017-09-13;台北市 內湖區;2017-09-13;大數據平台開發工程師(台北)【BU68(IQ)-電信EC】
2017-09-13;敦陽科技股份有限公司[台北];2017-09-13;台北市 內湖區;2017-09-13;資深大數據平台開發工程師(台北)【BU68(IQ)-電信EC】
2017-06-06;Micron;2017-06-06;台中市;2017-06-06;Big Data Visualization Engineer
2017-06-30;Micron;2017-06-30;台中市;2017-06-30;IT- Big Data Software Engineer (Taichung or Taipei)
2017-08-15;聯齊科技股份有限公司;2017-08-15;台北市 南港區;2017-08-15;BackEnd Engineer
2017-08-15;聯齊科技股份有限公司;2017-08-15;台北市 南港區;2017-08-15;Machine Learning Analyst
2017-10-20;宏碁(Acer);2017-10-20;新北市 汐止區;2017-10-20;Software Engineer (Android)
2017-05-30;永豐商業銀行股份有限公司;2017-05-30;台北市;2017-05-30;商業智能部-大數據分析人員-銀行
2018-04-24;台灣大哥大股份有限公司;2018-04-24;台北市 大安區;2018-04-24;myBook電子書平台資深工程師(年薪600,000 - 900,000)
2018-04-24;台灣積體電路製造股份有限公司(台積電);2018-04-24;新竹市 東區;2018-04-24;電腦整合製造系統工程師
2018-04-24;緯創軟體股份有限公司;2018-04-24;台北市 內湖區;2018-04-24;大數據工程師
2018-04-24;精誠資訊股份有限公司;2018-04-24;台北市 內湖區;2018-04-24;技術經理-F20M
2018-04-24;驊宏資通股份有限公司;2018-04-24;台北市 中正區;2018-04-24;2018年研替役-資料科學家
2018-04-24;台灣積體電路製造股份有限公司(台積電);2018-04-24;新竹市 東區;2018-04-24;資訊技術建構工程師
2018-04-24;台灣積體電路製造股份有限公司(台積電);2018-04-24;新竹市 東區;2018-04-24;大數據分析/資料科學工程師
2018-04-24;鼎漢國際工程顧問股份有限公司;2018-04-24;台北市 信義區;2018-04-24;數據師、大數據分析師
2018-04-24;佳邦科技股份有限公司;2018-04-24;苗栗縣 竹南鎮;2018-04-24;資料分析工程師
2018-04-24;Digital River, Inc.;2018-04-24;台北市;2018-04-24;Principal Software Engineer
2018-04-24;台灣積體電路製造股份有限公司(台積電);2018-04-24;新竹市 東區;2018-04-24;資訊系統管理工程師
2018-04-24;米高蒲志(Michael Page);2018-04-24;台北市;2018-04-24;Data Engineer
